"image","C","U","S","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"0000104.jpg",11,35,46,-0.0767015292197521,-0.0596800990628063,0.0112129453140524,0.00459913229580125,0.0669526761838219,0.00132309729145421,0.124546435174431,-0.0741241460932009,0.0232817254770577,-0.0881260363109562
"0000105.jpg",28,14,42,0.0673969608728756,0.124858972467543,0.0482301485725073,0.0558030393316823,0.0084266523798767,-0.0548059985196752,0.00524273310338908,0.0495383888047353,-0.10855787686597,0.138954670429573
"0000106.jpg",5,1,6,0.0148363912460852,0.00759899771802413,0.0207772201528401,0.0133612837105318,0.0264353703157785,0.0201907233073888,-0.0299921619356699,-0.00928853746797055,-0.0276421815557564,0.0214320184848941
"0000107.jpg",1,NA,NA,-0.000556022295462499,0.00141274590556169,0.000670263620487809,-0.00140637728328923,-0.00270861619154625,0.000331499561169832,7.51544441963609e-05,-0.000848899528752196,0.00349611275445398,-0.00248679826604816
"0000108.jpg",1,1,2,-9.46169038931597e-06,0.000755541032572401,0.00107839399302037,5.74284629688132e-05,0.000387117521363708,0.00189516532028803,0.000188443031716276,-0.000341057232308177,0.000890444547827124,-0.000185910408818975
"0000109.jpg",10,20,30,0.0480295065103695,-0.0417142202663743,0.0875445852039815,0.00723835041734929,0.0406451863709114,0.018502599373369,-0.0351141011550405,0.0140439533625412,0.0690749199021528,-0.0359773321986028
"0000110.jpg",28,9,37,0.0959644498146622,0.0352512474303979,0.0304736491531635,-0.018492951560063,0.0401360058050604,-0.0471889108327651,-0.0241935024270592,-0.0580195375276708,-0.0372948679054992,-0.0226916013145069
"0000111.jpg",16,18,34,-0.0305527456384719,0.0232413601102282,0.0149165260012942,-0.0297348322780715,-0.0486304891150892,0.114138318844271,-0.0352421168366106,0.0385358270465637,-0.0529091211712315,-0.00646434561417865
"0000112.jpg",22,18,40,-0.0220619920902526,0.0669327149449928,0.095371508492121,0.0419680433770731,0.0539757181815537,-0.0114097218733149,-0.0866977969039966,-0.0577252497107849,-0.0238304042249784,-0.118306859767559
"0000113.jpg",11,22,33,-0.0783408347158238,0.00883209589801992,0.089495422293682,0.000806429696167089,0.0351873793391638,0.107090125974732,-0.0546079356303379,-0.0531555692304205,-0.116581795122182,-0.020970444312413
"0000114.jpg",21,12,33,0.0646544315944463,-0.0285681976345368,-0.0382825446782152,-0.0504484277122121,-0.0325314214206318,-0.0198959600840519,0.0335564272152493,0.0585138607996604,0.000689582078958403,0.0900012732573657
"0000115.jpg",21,11,32,0.00684477807268054,0.0410770458845362,0.0104612222545131,-0.101054897128837,0.0516894380108863,-0.0131746605027963,-0.0623800783874413,-0.0100175089990801,-0.0310932027474337,0.0113136197794995
"0000116.jpg",20,16,36,-0.0438535346401072,0.137518124347642,0.128447809544088,-0.0135966573481529,-0.18632505183657,-0.0807618043133467,0.0666634354941206,0.0987401692187243,0.0675961795527625,0.0154174810204908
"0000117.jpg",35,11,46,0.05510850551052,0.0831370155548239,-0.195577626758624,0.236717385386806,0.00434720453301945,-0.0534350338234193,0.229944833239906,0.0491206067757546,0.0306601624432417,0.0657846944374167
"0000118.jpg",2,2,4,-0.00181006748305666,-0.000498335386941752,-0.000127116654623176,-0.00614549562566809,0.00745091756103653,0.00128163796071144,0.00455771741954673,0.00289329081654802,0.00600467642022443,-0.000980690897395284
"0000119.jpg",28,17,45,-0.0360392048236322,0.161456947782055,0.078695186159662,0.0581631243271479,-0.034878134547231,-0.0233850653553466,-0.0422139308560464,-0.0574881355464735,0.114049853531442,-0.00313916004487415
"0000120.jpg",16,11,27,-0.0459639001813115,0.0273138413396504,0.0700896913975954,-0.081545662130882,-0.146716001191658,-0.0410950719294272,-0.0535952166033352,0.0100369689465464,0.0537938926583714,-0.0504282468318118
"0000122.jpg",35,9,44,0.188497538053416,0.0700167542187787,-0.0333357008840225,0.140610089628169,0.0272600916969185,0.0610995009531342,-0.0242892564462152,-0.119174732702464,-0.230658855723121,-0.261280161256004
"0000126.jpg",22,16,38,-0.0217423074094918,-0.00475116827674539,0.0286513253908048,0.0390175039139636,-0.0712405608278849,-0.0521447211838545,-0.0204771032663825,0.099319567228844,0.0239878821220059,0.0101189681929399
"0000127.jpg",17,19,36,-0.0010930499554585,-0.00313080964005897,-0.0416916560760057,0.0167301824043497,0.0383830886467273,0.057722458619474,-0.0597190583784488,0.0212839868095124,0.0112159509629951,0.00178627974438956
"0000128.jpg",2,NA,NA,0.000526709294605568,0.00429499270705076,-0.00859012035257726,-0.00531977058934304,-0.0123963621205106,-0.00614280131122674,0.00941171160044176,0.0197293638723526,0.00939445852375771,-0.00194141266239796
